timestamp,open,high,low,close,volume,trades
2020-09-14,98.1325,101.3956,97.6791,100.9292,1239922,10696
2020-09-15,101.647,103.4146,97.9628,99.6964,1296644,11653
2020-09-16,99.2825,101.2671,98.7637,100.7407,1129560,13450
2020-09-17,99.9836,103.5436,98.9318,102.4657,703834,7751
2020-09-18,103.4881,106.7065,97.7275,100.8642,1183267,10549
2020-09-19,101.3119,101.6368,100.6833,101.0072,1541235,13166
2020-09-20,101.3435,101.7708,94.582,94.9824,1254170,10036
2020-09-21,94.46,94.8751,92.9917,93.4022,1236472,12097
2020-09-22,93.3996,94.0242,92.6334,93.257,680862,7630
2020-09-23,93.6529,93.9282,91.0936,91.3621,981997,6874
2020-09-24,91.7689,95.0896,91.241,94.5458,1151984,10859
2020-09-25,94.2336,94.8921,91.7097,92.3551,1126327,11615
2020-09-26,91.3607,92.9841,90.3583,91.975,858978,7569
2020-09-27,91.7947,93.5917,90.8217,92.6101,1188569,12309
2020-09-28,93.1713,95.8008,92.9278,95.5511,896046,9767
2020-09-29,95.7464,96.732,92.4855,93.4474,603080,4970
2020-09-30,93.1534,97.4246,91.7247,95.953,844823,5809
2020-10-01,96.5458,96.6964,96.3307,96.4811,841096,9525
2020-10-02,97.0202,98.4255,93.8799,95.2597,894578,6820
2020-10-03,95.3837,97.5495,94.4644,96.6183,714922,9262
2020-10-04,96.6341,98.2854,95.9012,97.5455,931123,7807
2020-10-05,98.0504,99.8606,95.2802,97.0723,725597,5634
2020-10-06,97.0318,99.2287,95.6252,97.8108,726692,6625
2020-10-07,97.8447,98.5509,97.0594,97.765,1054082,9177
2020-10-08,98.583,99.9443,97.2616,98.6223,611483,9716
2020-10-09,98.0561,101.301,97.2532,100.4783,1465436,10082
2020-10-10,100.9896,104.3279,100.7154,104.0454,1170030,11531
2020-10-11,103.3553,104.4378,101.43,102.5035,1352830,11305
2020-10-12,101.7188,107.6978,101.1957,107.1468,1171834,10734
2020-10-13,106.9678,107.5718,103.6765,104.2652,699722,8451
2020-10-14,104.3826,105.1833,103.9969,104.796,961429,11459
2020-10-15,103.9542,108.5715,102.1354,106.7047,1416620,9498
2020-10-16,106.4363,108.3727,106.1559,108.0879,1091715,9989
2020-10-17,107.7147,108.7982,106.7279,107.8104,754372,8637
2020-10-18,108.1781,109.9363,106.5692,108.3253,829562,9626
2020-10-19,108.5809,108.6634,108.2482,108.3305,1225303,12091
2020-10-20,108.8013,109.7667,107.2171,108.1769,777202,8961
2020-10-21,108.0637,111.8711,106.9042,110.6835,1712578,11990
2020-10-22,110.8516,113.1437,110.0517,112.3332,937645,12594
2020-10-23,112.7224,113.4053,111.3594,112.0382,1522506,16597
2020-10-24,111.7304,115.7266,110.77,114.7403,887694,9347
2020-10-25,113.639,116.3986,113.6232,116.3825,793208,7979
2020-10-26,115.6513,119.9948,114.7109,119.0269,923529,9058
2020-10-27,119.2292,122.0682,118.5489,121.3756,1294407,10809
2020-10-28,120.717,121.8859,119.7206,120.8881,1887789,16928
2020-10-29,120.0888,121.5316,119.5101,120.9488,1170934,11952
2020-10-30,120.8729,123.9776,120.4766,123.5724,1027042,5696
2020-10-31,123.0464,126.2025,122.8308,125.9818,1896726,15218
2020-11-01,126.5625,127.7872,125.9516,127.1734,1127595,11851
2020-11-02,126.4543,129.2713,125.8554,128.6619,732368,9772
2020-11-03,128.3934,132.91,128.0145,132.5189,1297338,13323
2020-11-04,132.5553,133.5542,131.6148,132.6132,628677,7709
2020-11-05,134.2222,135.6482,133.6411,135.0634,588257,6811
2020-11-06,136.4738,138.6382,133.8392,135.9961,441129,10947
2020-11-07,135.4057,137.6414,134.6817,136.9095,211223,6062
2020-11-08,137.5422,142.0027,136.1476,140.5774,1027345,8285
2020-11-09,139.9481,144.3361,139.3769,143.7495,702532,9814
2020-11-10,143.5808,147.0131,143.5259,146.9569,569714,7249
2020-11-11,148.8826,153.0178,147.2271,151.335,1439504,14191
2020-11-12,152.6657,153.4803,152.0976,152.9113,1118150,10484
2020-11-13,153.7496,157.0239,152.7876,156.0476,610343,7645
2020-11-14,155.998,158.8157,154.0676,156.8745,866809,9248
2020-11-15,157.5399,162.8164,154.0002,159.2385,818280,9513
2020-11-16,158.8468,163.5236,155.866,160.5115,1191913,9688
2020-11-17,160.0104,162.6585,159.7152,162.3589,824524,4711
2020-11-18,163.3938,166.5772,162.3293,165.4989,663179,7912
2020-11-19,165.9944,167.1038,163.8847,164.9873,779780,9062
2020-11-20,166.1883,173.3408,165.0175,172.1281,1239003,11362
2020-11-21,172.4808,173.966,169.557,171.0297,1428063,13536
2020-11-22,170.6197,171.1257,168.8324,169.3346,1141170,11100
2020-11-23,170.7739,176.0266,168.944,174.1604,1058747,12176
2020-11-24,174.5069,181.3074,171.3495,178.0852,939748,8003
2020-11-25,177.115,183.0314,175.7251,181.6062,892108,6649
2020-11-26,182.4255,186.8856,180.7696,185.2044,1455863,13300
2020-11-27,184.5952,188.4888,183.0178,186.8917,677572,10168
2020-11-28,187.4087,189.6119,183.6214,185.8057,732338,9856
2020-11-29,186.2361,190.3022,183.69,187.7355,1259194,8830
2020-11-30,188.3228,189.635,185.9675,187.2724,1177369,11407
2020-12-01,186.328,195.8137,182.6711,192.0446,1107589,7408
2020-12-02,191.7916,194.556,190.4891,193.2436,909863,8890
2020-12-03,193.5673,194.1793,191.5597,192.1672,1144439,7651
2020-12-04,192.7557,194.7154,190.7731,192.7326,930559,9574
2020-12-05,193.0543,198.5293,190.291,195.7277,1325202,9001
2020-12-06,197.0282,197.7904,194.653,195.4088,1330404,15676
2020-12-07,195.6524,197.6971,192.136,194.1652,1048584,10290
2020-12-08,195.683,198.1459,194.0814,196.5374,1461467,13307
2020-12-09,196.8987,203.0933,192.7637,198.9161,1194648,12743
2020-12-10,199.0389,202.9285,194.7499,198.6314,851237,7138
2020-12-11,200.5806,200.588,198.426,198.4333,1310847,14237
2020-12-12,197.9518,203.1717,195.5153,200.7013,1509216,13671
2020-12-13,202.6953,203.7716,195.8306,196.8759,903857,10203
2020-12-14,197.7166,198.5368,192.409,193.2105,1146757,10820
2020-12-15,190.7669,192.5501,190.201,191.9807,1075187,8073
2020-12-16,191.7844,195.8637,188.4177,192.4847,1473837,11437
2020-12-17,192.4135,195.6826,191.5444,194.8028,1059261,8779
2020-12-18,195.4093,202.5634,194.1791,201.2962,764358,10612
2020-12-19,201.551,207.3735,199.8976,205.6862,993074,10874
2020-12-20,205.4841,206.6789,205.0611,206.2543,778608,8539
2020-12-21,205.7478,207.9114,205.1617,207.3208,930889,9171
2020-12-22,207.8178,209.6352,202.7446,204.5333,805379,6620
2020-12-23,204.035,206.2285,203.317,205.5053,774211,6278
2020-12-24,205.6917,206.9157,204.1687,205.3909,835053,8349
2020-12-25,205.3586,209.363,203.6163,207.6016,1176571,7311
2020-12-26,207.9142,208.2964,204.8883,205.2656,1809708,14748
2020-12-27,205.1677,211.8563,201.5234,208.1589,980840,8238
2020-12-28,207.5869,215.3291,207.3445,215.078,813909,12547
2020-12-29,217.0487,218.8158,213.6835,215.4374,1146226,11468
2020-12-30,213.361,218.4649,212.766,217.8574,1255516,11179
2020-12-31,217.8003,225.2417,214.0887,221.4676,1381093,11781
2021-01-01,221.0618,224.8284,216.6715,220.4272,727417,11762
2021-01-02,220.159,222.668,219.4989,222.0023,1572610,16114
2021-01-03,221.8258,223.2847,221.17,222.6266,556101,10734
2021-01-04,222.8679,226.0203,220.4223,223.5671,829178,7471
2021-01-05,222.9645,224.1869,219.4538,220.6636,1253039,9055
2021-01-06,222.0074,223.1467,220.0395,221.1745,785727,8467
2021-01-07,221.3892,224.8709,220.2131,223.6826,1151061,8550
2021-01-08,224.1396,231.0598,223.4497,230.3507,751831,6985
2021-01-09,231.7662,236.4435,230.2891,234.9461,1140190,6526
2021-01-10,234.9096,247.3357,232.7727,245.106,721971,7274
2021-01-11,244.8764,250.3573,236.1367,241.543,365250,5612
2021-01-12,238.2248,247.0182,237.0343,245.79,844414,11998
2021-01-13,246.2606,247.0546,245.9128,246.7061,362755,8350
2021-01-14,247.3331,267.4784,237.6222,257.3733,375843,10328
2021-01-15,257.7431,257.8604,253.0282,253.1434,874166,8231
2021-01-16,251.2231,253.1088,246.89,248.7571,876789,7123
2021-01-17,250.3208,251.6608,244.2546,245.5693,1109786,9087
2021-01-18,246.411,250.9661,230.5636,234.9061,951120,11092
2021-01-19,236.4282,238.1277,230.4502,232.1188,1223991,10730
2021-01-20,232.2252,232.811,227.6495,228.2251,965452,10256
2021-01-21,229.3497,231.3431,226.4948,228.4807,871228,7577
2021-01-22,229.4815,232.9349,226.102,229.5543,823582,8658
2021-01-23,229.1038,239.9829,226.8206,237.6149,868248,10622
2021-01-24,237.9999,244.2805,235.2684,241.5088,1026515,4150
2021-01-25,239.5399,242.4287,235.1648,238.0355,1234156,12104
2021-01-26,236.9061,241.0457,228.9529,233.0247,1287262,10963
2021-01-27,231.7358,236.4774,229.8251,234.5436,823101,8057
2021-01-28,235.9779,236.5887,226.9282,227.5171,1111034,9414
2021-01-29,227.8243,239.4828,223.4678,234.9892,988512,7205
2021-01-30,236.06,239.8412,235.8103,239.5879,1389048,10252
2021-01-31,239.8272,240.4604,235.7014,236.3253,1384423,13387
2021-02-01,234.3699,236.6199,225.0001,227.1812,964630,10009
2021-02-02,229.9206,235.7822,226.4341,232.2602,1186286,11075
2021-02-03,231.1548,231.3339,230.4125,230.5911,1078386,7908
2021-02-04,230.4121,239.5906,226.0163,235.1052,743555,7890
2021-02-05,235.7595,238.908,223.3585,226.3818,1155249,7681
2021-02-06,225.8485,226.06,222.2188,222.4271,1403152,9441
2021-02-07,221.7781,224.081,218.8775,221.1742,551181,2091
2021-02-08,221.7843,224.4463,217.4259,220.0673,863307,8493
2021-02-09,218.01,218.857,215.9091,216.7512,1062896,11212
2021-02-10,216.7886,223.4819,211.3942,218.056,805074,9932
2021-02-11,218.1203,219.095,211.0787,212.0262,902146,9851
2021-02-12,211.8072,213.0997,208.727,210.0085,1051905,9086
2021-02-13,210.7589,215.0793,204.7761,209.0618,1348843,11071
2021-02-14,210.3133,213.1981,206.8287,209.7052,789295,8369
2021-02-15,211.5243,213.3366,209.3152,211.1241,837254,9595
2021-02-16,210.7064,211.3753,204.2503,204.9008,906152,9343
2021-02-17,203.3492,204.0032,196.5585,197.1926,1529126,12682
2021-02-18,197.8756,203.1432,195.3639,200.597,1511880,12964
2021-02-19,199.8618,203.9606,196.2282,200.3187,1240705,12309
2021-02-20,200.0697,202.4716,193.4429,195.7934,1043278,6282
2021-02-21,195.6115,200.7139,195.0051,200.0936,988609,12380
2021-02-22,200.2372,203.8775,195.2655,198.8811,1237669,10999
2021-02-23,198.0221,204.3174,195.4885,201.7363,1314615,12740
2021-02-24,202.3212,203.7514,198.8562,200.2719,1257314,14585
